time,qa,lons,no2,lats,timestamp
2019-07-15T17:02:30.309000Z,1,-71.224884,-7.48E-06,42.62205,1
2019-07-15T17:02:31.389000Z,1,-71.257545,1.65E-05,42.68246,1
2019-07-15T17:02:32.469000Z,1,-71.2903,9.86E-06,42.7428,1
2019-07-15T17:02:33.549000Z,1,-71.323105,1.29E-05,42.803173,1
2019-07-15T17:02:34.629000Z,1,-71.35598,1.25E-06,42.863514,1
2019-07-15T17:02:35.709000Z,1,-71.388824,1.72E-06,42.92387,1
2019-07-15T17:02:36.789000Z,1,-71.42177,-4.54E-06,42.984226,1
2019-07-15T17:02:19.510000Z,1,-70.816444,2.36E-05,42.052338,1
2019-07-15T17:02:20.590000Z,1,-70.84837,1.70E-05,42.11284,1
2019-07-15T17:02:21.670000Z,1,-70.88036,2.01E-05,42.173347,1
2019-07-15T17:02:22.750000Z,1,-70.91241,2.24E-05,42.233845,1
2019-07-15T17:02:23.830000Z,1,-70.94449,3.69E-05,42.294327,1
2019-07-15T17:02:24.909000Z,1,-70.97671,2.44E-05,42.35481,1
2019-07-15T17:02:25.989000Z,1,-71.00899,1.22E-05,42.415268,1
2019-07-15T17:02:27.069000Z,1,-71.04131,1.01E-05,42.47572,1
2019-07-15T17:02:28.149000Z,1,-71.07368,3.42E-05,42.536148,1
2019-07-15T17:02:29.229000Z,1,-71.10608,9.78E-06,42.596584,1
2019-07-15T17:02:30.309000Z,1,-71.138504,7.86E-06,42.657043,1
2019-07-15T17:02:31.389000Z,1,-71.171104,2.04E-05,42.71748,1
2019-07-15T17:02:32.469000Z,1,-71.20379,6.68E-06,42.777847,1
2019-07-15T17:02:33.549000Z,1,-71.23653,1.96E-06,42.838245,1
2019-07-15T17:02:34.629000Z,1,-71.26933,8.42E-06,42.898613,1
2019-07-15T17:02:35.709000Z,1,-71.30212,1.15E-05,42.958996,1
2019-07-15T17:02:18.430000Z,1,-70.69984,8.17E-06,42.025993,1
2019-07-15T17:02:19.510000Z,1,-70.73161,3.00E-05,42.086548,1
2019-07-15T17:02:20.590000Z,1,-70.76348,1.56E-05,42.14708,1
2019-07-15T17:02:21.670000Z,1,-70.7954,3.99E-05,42.207615,1
2019-07-15T17:02:22.750000Z,1,-70.827385,2.49E-05,42.268135,1
2019-07-15T17:02:23.830000Z,1,-70.8594,3.20E-05,42.328644,1
2019-07-15T17:02:24.909000Z,1,-70.891556,1.83E-05,42.389153,1
2019-07-15T17:02:25.989000Z,1,-70.92377,1.88E-05,42.449635,1
2019-07-15T17:02:27.069000Z,1,-70.956024,1.07E-05,42.510113,1
2019-07-15T17:02:28.149000Z,1,-70.98833,1.94E-05,42.570568,1
2019-07-15T17:02:29.229000Z,1,-71.02067,1.05E-05,42.63103,1
2019-07-15T17:02:30.309000Z,1,-71.053024,8.62E-06,42.691517,1
2019-07-15T17:02:31.389000Z,1,-71.085556,7.86E-06,42.751976,1
2019-07-15T17:02:32.469000Z,1,-71.11818,1.81E-05,42.812374,1
2019-07-15T17:02:33.549000Z,1,-71.150856,1.26E-05,42.8728,1
2019-07-15T17:02:34.629000Z,1,-71.18359,7.39E-06,42.933193,1
2019-07-15T17:02:35.709000Z,1,-71.21631,6.47E-07,42.993603,1
2019-07-15T17:02:18.430000Z,0.9,-70.615944,1.80E-05,42.05968,1
2019-07-15T17:02:19.510000Z,0.9,-70.64765,5.64E-06,42.120262,1
2019-07-15T17:02:20.590000Z,0.9,-70.67946,2.32E-05,42.180817,1
2019-07-15T17:02:21.670000Z,0.9,-70.71132,2.21E-05,42.241375,1
2019-07-15T17:02:22.750000Z,0.9,-70.74323,2.19E-05,42.30192,1
2019-07-15T17:02:23.830000Z,1,-70.775185,3.35E-05,42.362457,1
2019-07-15T17:02:24.909000Z,1,-70.80728,2.52E-05,42.422993,1
2019-07-15T17:02:25.989000Z,1,-70.839424,1.53E-05,42.4835,1
2019-07-15T17:02:27.069000Z,1,-70.87162,5.58E-06,42.544003,1
2019-07-15T17:02:28.149000Z,1,-70.90386,2.57E-06,42.604485,1
2019-07-15T17:02:29.229000Z,1,-70.936134,1.68E-05,42.664974,1
2019-07-15T17:02:30.309000Z,1,-70.96843,1.02E-05,42.725483,1
2019-07-15T17:02:31.389000Z,1,-71.00089,9.02E-06,42.78597,1
2019-07-15T17:02:32.469000Z,1,-71.03345,1.43E-05,42.846394,1
2019-07-15T17:02:33.549000Z,1,-71.066055,1.66E-05,42.90684,1
2019-07-15T17:02:34.629000Z,1,-71.09873,-4.48E-07,42.967262,1
2019-07-15T17:02:17.350000Z,1,-70.50127,2.30E-05,42.03226,1
2019-07-15T17:02:18.430000Z,0.66999996,-70.532906,-1.78E-06,42.092876,1
2019-07-15T17:02:19.510000Z,0.66999996,-70.56455,4.32E-05,42.153484,1
2019-07-15T17:02:20.590000Z,0.9,-70.59629,1.52E-05,42.21406,1
2019-07-15T17:02:21.670000Z,0.9,-70.62809,3.32E-05,42.274647,1
2019-07-15T17:02:22.750000Z,0.9,-70.65994,1.71E-05,42.33522,1
2019-07-15T17:02:23.830000Z,1,-70.69183,1.27E-05,42.39578,1
2019-07-15T17:02:24.909000Z,1,-70.72386,5.78E-06,42.456337,1
2019-07-15T17:02:25.989000Z,1,-70.75594,1.03E-05,42.516872,1
2019-07-15T17:02:27.069000Z,1,-70.78808,6.60E-06,42.5774,1
2019-07-15T17:02:28.149000Z,1,-70.82025,1.91E-05,42.63791,1
2019-07-15T17:02:29.229000Z,1,-70.852455,1.87E-05,42.69842,1
2019-07-15T17:02:30.309000Z,1,-70.88469,1.60E-05,42.758957,1
2019-07-15T17:02:31.389000Z,1,-70.91709,8.84E-06,42.81947,1
2019-07-15T17:02:32.469000Z,1,-70.949585,2.08E-06,42.879917,1
2019-07-15T17:02:33.549000Z,1,-70.982124,3.97E-06,42.940395,1
2019-07-15T17:02:16.270000Z,1,-70.387665,7.06E-06,42.004314,1
2019-07-15T17:02:17.350000Z,1,-70.41913,-4.81E-06,42.064957,1
2019-07-15T17:02:18.430000Z,0.74,-70.45071,-3.34E-05,42.1256,1
2019-07-15T17:02:20.590000Z,1,-70.51397,1.00E-05,42.24683,1
2019-07-15T17:02:21.670000Z,1,-70.5457,1.26E-05,42.30744,1
2019-07-15T17:02:22.750000Z,1,-70.57749,2.51E-05,42.36804,1
2019-07-15T17:02:23.830000Z,1,-70.60932,2.49E-05,42.428623,1
2019-07-15T17:02:24.909000Z,1,-70.64128,1.48E-05,42.489204,1
2019-07-15T17:02:25.989000Z,1,-70.6733,7.82E-06,42.549767,1
2019-07-15T17:02:27.069000Z,1,-70.70537,9.56E-06,42.610317,1
2019-07-15T17:02:28.149000Z,1,-70.73748,7.29E-06,42.670853,1
2019-07-15T17:02:29.229000Z,1,-70.76962,1.38E-05,42.731388,1
2019-07-15T17:02:30.309000Z,1,-70.801796,1.01E-05,42.79195,1
2019-07-15T17:02:31.389000Z,1,-70.83413,3.63E-06,42.852486,1
2019-07-15T17:02:32.469000Z,1,-70.866554,1.71E-05,42.91296,1
2019-07-15T17:02:33.549000Z,1,-70.89903,3.05E-06,42.97346,1
2019-07-15T17:02:16.270000Z,1,-70.3064,-2.52E-06,42.036522,1
2019-07-15T17:02:17.350000Z,0.74,-70.33781,1.16E-05,42.097187,1
2019-07-15T17:02:18.430000Z,0.74,-70.36932,5.19E-06,42.157852,1
2019-07-15T17:02:19.510000Z,0.74,-70.40084,1.92E-05,42.218506,1
2019-07-15T17:02:20.590000Z,1,-70.43246,2.34E-05,42.279133,1
2019-07-15T17:02:21.670000Z,1,-70.46413,6.33E-06,42.339767,1
2019-07-15T17:02:22.750000Z,1,-70.49586,1.82E-05,42.40039,1
2019-07-15T17:02:23.830000Z,1,-70.52762,8.89E-06,42.460995,1
2019-07-15T17:02:24.909000Z,0.9,-70.559525,8.38E-06,42.521606,1
2019-07-15T17:02:25.989000Z,0.9,-70.59148,1.10E-05,42.582188,1
2019-07-15T17:02:27.069000Z,0.9,-70.62348,1.37E-05,42.642765,1
2019-07-15T17:02:28.149000Z,1,-70.65553,5.75E-06,42.703323,1
2019-07-15T17:02:29.229000Z,1,-70.68761,4.94E-06,42.763885,1
2019-07-15T17:02:30.309000Z,1,-70.71972,8.66E-06,42.82447,1
2019-07-15T17:02:31.389000Z,1,-70.75199,4.45E-06,42.885033,1
2019-07-15T17:02:32.469000Z,1,-70.78435,1.18E-05,42.94553,1
2019-07-15T17:02:15.190000Z,1,-70.19472,2.22E-05,42.007557,1
2019-07-15T17:02:16.270000Z,1,-70.22594,-1.02E-05,42.068275,1
2019-07-15T17:02:17.350000Z,0.74,-70.25728,-1.76E-05,42.12896,1
2019-07-15T17:02:18.430000Z,0.74,-70.288734,4.10E-06,42.18965,1
2019-07-15T17:02:19.510000Z,0.74,-70.32019,6.77E-05,42.250328,1
2019-07-15T17:02:20.590000Z,1,-70.351746,1.43E-05,42.31098,1
2019-07-15T17:02:21.670000Z,1,-70.383354,7.78E-06,42.37164,1
2019-07-15T17:02:22.750000Z,1,-70.41502,5.76E-06,42.432285,1
2019-07-15T17:02:23.830000Z,1,-70.446724,2.14E-05,42.492916,1
2019-07-15T17:02:24.909000Z,0.9,-70.47856,-5.89E-07,42.553547,1
2019-07-15T17:02:25.989000Z,0.9,-70.51045,1.43E-05,42.614155,1
2019-07-15T17:02:27.069000Z,0.9,-70.5424,7.95E-06,42.67476,1
2019-07-15T17:02:28.149000Z,0.9,-70.57438,5.70E-06,42.73534,1
2019-07-15T17:02:29.229000Z,0.9,-70.6064,2.34E-06,42.795925,1
2019-07-15T17:02:30.309000Z,1,-70.63844,1.83E-05,42.856533,1
2019-07-15T17:02:31.389000Z,1,-70.670654,7.21E-06,42.917118,1
2019-07-15T17:02:32.469000Z,1,-70.70295,1.80E-05,42.977642,1
2019-07-15T17:02:15.190000Z,1,-70.11509,5.45E-06,42.038845,1
2019-07-15T17:02:16.270000Z,1,-70.14625,8.60E-06,42.099583,1
2019-07-15T17:02:17.350000Z,0.74,-70.177536,-9.65E-06,42.160294,1
2019-07-15T17:02:18.430000Z,0.74,-70.20892,-3.95E-06,42.221004,1
2019-07-15T17:02:19.510000Z,0.74,-70.240326,2.68E-05,42.281708,1
2019-07-15T17:02:20.590000Z,1,-70.27181,3.47E-05,42.34238,1
2019-07-15T17:02:21.670000Z,1,-70.30336,1.13E-05,42.403065,1
